[2026-07-30 14:43:22] START cleaning
[2026-07-30 15:04:12] FILE 202/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000201.arrow
[2026-07-30 15:04:17] FILE 203/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000202.arrow
[2026-07-30 15:04:23] FILE 204/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000203.arrow
[2026-07-30 15:04:28] FILE 205/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000204.arrow
[2026-07-30 15:04:33] FILE 206/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000205.arrow
[2026-07-30 15:04:39] FILE 207/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000206.arrow
[2026-07-30 15:04:44] FILE 208/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000207.arrow
[2026-07-30 15:04:50] FILE 209/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000208.arrow
[2026-07-30 15:04:56] FILE 210/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000209.arrow
[2026-07-30 15:05:01] FILE 211/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000210.arrow
[2026-07-30 15:05:07] FILE 212/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000211.arrow
[2026-07-30 15:05:12] FILE 213/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000212.arrow
[2026-07-30 15:05:18] PROGRESS rows=826,175 kept=778,328 dropped=47,847 rows/sec=627.8
[2026-07-30 15:05:18] FILE 214/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000213.arrow
[2026-07-30 15:05:22] FILE 215/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000214.arrow
[2026-07-30 15:05:28] FILE 216/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000215.arrow
[2026-07-30 15:05:33] FILE 217/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000216.arrow
[2026-07-30 15:05:39] FILE 218/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000217.arrow
[2026-07-30 15:05:44] FILE 219/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000218.arrow
[2026-07-30 15:05:50] FILE 220/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000219.arrow
[2026-07-30 15:05:55] FILE 221/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000220.arrow
[2026-07-30 15:06:01] FILE 222/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000221.arrow
[2026-07-30 15:06:07] FILE 223/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000222.arrow
[2026-07-30 15:06:12] FILE 224/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000223.arrow
[2026-07-30 15:06:16] FILE 225/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000224.arrow
[2026-07-30 15:06:21] FILE 226/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000225.arrow
[2026-07-30 15:06:26] PROGRESS rows=877,949 kept=827,095 dropped=50,854 rows/sec=634.1
[2026-07-30 15:06:26] FILE 227/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000226.arrow
[2026-07-30 15:06:31] FILE 228/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000227.arrow
[2026-07-30 15:06:36] FILE 229/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000228.arrow
[2026-07-30 15:06:41] FILE 230/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000229.arrow
[2026-07-30 15:06:47] FILE 231/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000230.arrow
[2026-07-30 15:06:52] FILE 232/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000231.arrow
[2026-07-30 15:06:58] FILE 233/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000232.arrow
[2026-07-30 15:07:04] FILE 234/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000233.arrow
[2026-07-30 15:07:10] FILE 235/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000234.arrow
[2026-07-30 15:07:15] FILE 236/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000235.arrow
[2026-07-30 15:07:20] FILE 237/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000236.arrow
[2026-07-30 15:07:24] FILE 238/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000237.arrow
[2026-07-30 15:07:30] FILE 239/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000238.arrow
[2026-07-30 15:07:35] FILE 240/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000239.arrow
[2026-07-30 15:07:42] PROGRESS rows=931,305 kept=877,177 dropped=54,128 rows/sec=637.7
[2026-07-30 15:07:42] FILE 241/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000240.arrow
[2026-07-30 15:07:49] FILE 242/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000241.arrow
[2026-07-30 15:07:53] FILE 243/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000242.arrow
[2026-07-30 15:07:59] FILE 244/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000243.arrow
[2026-07-30 15:08:06] FILE 245/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000244.arrow
[2026-07-30 15:08:11] FILE 246/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000245.arrow
[2026-07-30 15:08:16] FILE 247/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000246.arrow
[2026-07-30 15:08:21] FILE 248/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000247.arrow
[2026-07-30 15:08:27] FILE 249/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000248.arrow
[2026-07-30 15:08:33] FILE 250/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000249.arrow
[2026-07-30 15:08:39] FILE 251/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000250.arrow
[2026-07-30 15:08:44] FILE 252/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000251.arrow
[2026-07-30 15:08:50] FILE 253/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000252.arrow
[2026-07-30 15:08:55] FILE 254/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000253.arrow
[2026-07-30 15:09:00] PROGRESS rows=985,115 kept=927,763 dropped=57,352 rows/sec=640.3
[2026-07-30 15:09:00] FILE 255/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000254.arrow
[2026-07-30 15:09:05] FILE 256/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000255.arrow
[2026-07-30 15:09:11] FILE 257/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000256.arrow
[2026-07-30 15:09:16] FILE 258/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000257.arrow
[2026-07-30 15:09:21] FILE 259/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000258.arrow
[2026-07-30 15:09:27] FILE 260/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000259.arrow
[2026-07-30 15:09:32] FILE 261/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000260.arrow
[2026-07-30 15:09:37] FILE 262/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000261.arrow
[2026-07-30 15:09:42] FILE 263/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000262.arrow
[2026-07-30 15:09:47] FILE 264/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000263.arrow
[2026-07-30 15:09:53] FILE 265/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000264.arrow
[2026-07-30 15:09:59] FILE 266/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000265.arrow
[2026-07-30 15:10:06] FILE 267/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000266.arrow
[2026-07-30 15:10:12] PROGRESS rows=1,036,081 kept=975,626 dropped=60,455 rows/sec=643.6
[2026-07-30 15:10:12] FILE 268/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000267.arrow
[2026-07-30 15:10:18] FILE 269/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000268.arrow
[2026-07-30 15:10:23] FILE 270/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000269.arrow
[2026-07-30 15:10:28] FILE 271/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000270.arrow
[2026-07-30 15:10:33] FILE 272/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000271.arrow
[2026-07-30 15:10:40] FILE 273/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000272.arrow
[2026-07-30 15:10:46] FILE 274/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000273.arrow
[2026-07-30 15:10:51] FILE 275/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000274.arrow
[2026-07-30 15:10:57] FILE 276/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000275.arrow
[2026-07-30 15:11:03] FILE 277/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000276.arrow
[2026-07-30 15:11:08] FILE 278/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000277.arrow
[2026-07-30 15:11:13] FILE 279/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000278.arrow
[2026-07-30 15:11:18] FILE 280/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000279.arrow
[2026-07-30 15:11:24] PROGRESS rows=1,086,573 kept=1,023,052 dropped=63,521 rows/sec=645.7
[2026-07-30 15:11:25] FILE 281/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000280.arrow
[2026-07-30 15:11:31] FILE 282/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000281.arrow
[2026-07-30 15:11:36] FILE 283/304: /workspace/asr/Palestinian-ASR/processed_qasr_segments_part2/train/shard_000282.arrow
